yearID,teamID,parkID,firstGame,lastGame,games,openings,attendance
1897,LS3,LOU03,1897-04-22,1897-10-03,68,61,145210
1897,NY1,NYC10,1897-04-26,1897-10-02,76,67,389740
1897,PHI,PHI09,1897-04-22,1897-09-22,67,60,293429
1897,PIT,PIT05,1897-05-03,1897-10-02,65,58,166050
1897,SLN,STL05,1897-04-22,1897-10-03,61,50,133900
1897,WAS,WAS06,1897-04-22,1897-09-14,68,60,153922
1898,BLN,BAL07,1898-04-16,1898-10-15,76,66,131983
1898,BRO,NYC12,1898-04-30,1898-10-12,72,66,119249
1898,BRO,WNY01,1898-09-18,1898-10-02,2,2,6000
1898,BSN,BOS05,1898-04-19,1898-10-04,79,72,241820
1898,CHN,CHI08,1898-04-29,1898-10-09,89,89,465600
1898,CIN,CIN05,1898-04-15,1898-10-09,89,77,338892
1898,CL4,CHI08,1898-10-08,1898-10-08,1,0,0
1898,CL4,CLE05,1898-04-29,1898-08-26,40,36,33300
1898,CL4,CLL01,1898-06-12,1898-06-19,2,2,9000
1898,CL4,PHI09,1898-07-29,1898-08-11,9,6,18697
1898,CL4,ROC02,1898-08-27,1898-08-29,2,2,3100
1898,CL4,ROC03,1898-08-28,1898-08-28,1,1,1200
1898,CL4,STL05,1898-09-28,1898-09-29,2,2,5000
1898,LS3,LOU03,1898-04-15,1898-10-15,79,71,137655
1898,NY1,NYC10,1898-04-16,1898-10-15,75,67,208300
1898,NY1,WNY01,1898-09-11,1898-09-11,1,1,5000
1898,PHI,PHI09,1898-04-16,1898-10-15,81,72,266481
1898,PIT,PIT05,1898-04-29,1898-10-13,75,72,150300
1898,SLN,STL05,1898-04-15,1898-10-07,66,54,154600
1898,WAS,WAS06,1898-04-18,1898-10-12,80,68,102950
1899,BLN,BAL07,1899-04-15,1899-10-10,77,67,125583
1899,BRO,NYC12,1899-04-15,1899-10-14,78,73,270882
1899,BSN,BOS05,1899-04-19,1899-10-14,80,69,211250
1899,CHN,CHI08,1899-04-27,1899-10-15,85,85,414971
1899,CIN,CIN05,1899-04-15,1899-10-15,88,74,270742
1899,CL4,CLE05,1899-05-01,1899-08-30,41,37,10229
1899,CL4,STL05,1899-09-24,1899-09-24,1,0,0
1899,LS3,LOU03,1899-04-14,1899-08-02,51,46,98010
1899,LS3,LOU04,1899-08-22,1899-09-02,12,11,18200
1899,NY1,NYC10,1899-04-20,1899-10-11,72,65,113035
1899,NY1,WNY01,1899-06-04,1899-09-17,4,4,9300
1899,PHI,PHI09,1899-04-14,1899-10-10,83,77,396024
1899,PIT,PIT05,1899-04-28,1899-10-14,85,75,200100
1899,SLN,STL05,1899-04-15,1899-10-09,87,75,373550
1899,WAS,WAS06,1899-04-18,1899-10-14,79,66,86583
1900,BRO,NYC12,4/21/1900,10/12/1900,73,4,37700
1900,BSN,BOS05,4/19/1900,10/4/1900,73,11,43800
1900,CHN,CHI08,4/27/1900,10/8/1900,77,73,302050
1900,CIN,CIN05,4/19/1900,10/5/1900,63,3,18500
1900,NY1,NYC10,4/19/1900,10/13/1900,71,6,50800
1900,PHI,PHI09,4/20/1900,10/13/1900,70,5,51779
1900,PIT,PIT05,4/26/1900,10/13/1900,70,2,15100
1900,SLN,STL05,4/19/1900,10/14/1900,72,5,48000
1901,BLA,BAL09,4/26/1901,9/28/1901,66,55,137193
1901,BOS,BOS06,5/8/1901,9/28/1901,69,62,286974
1901,BRO,NYC12,4/19/1901,10/5/1901,68,57,187850
1901,BSN,BOS05,4/19/1901,9/14/1901,70,63,144455
1901,CHA,CHI09,4/24/1901,9/15/1901,71,66,338700
1901,CHN,CHI08,4/26/1901,10/6/1901,70,69,230710
1901,CIN,CIN05,4/20/1901,10/6/1901,72,65,202308
1901,CLE,CLE05,4/29/1901,9/13/1901,69,58,115757
1901,DET,DET02,4/25/1901,9/14/1901,57,55,190278
1901,DET,DET03,4/28/1901,9/15/1901,13,13,64700
1901,MLA,MIL04,5/3/1901,9/12/1901,70,65,137175
1901,NY1,NYC10,4/26/1901,9/16/1901,71,56,285270
1901,PHA,PHI10,4/26/1901,9/28/1901,66,59,197786
1901,PHI,PHI09,4/18/1901,10/5/1901,69,60,229465
1901,PIT,PIT05,4/27/1901,10/2/1901,69,65,248460
1901,SLN,STL05,4/19/1901,9/30/1901,72,69,385572
1901,WS1,WAS07,4/29/1901,9/27/1901,68,66,173115
1902,BLA,BAL09,4/23/1902,9/29/1902,64,60,161307
1902,BOS,BOS06,4/19/1902,9/18/1902,71,66,338894
1902,BRO,NYC12,4/17/1902,9/30/1902,69,67,239770
1902,BSN,BOS05,4/19/1902,10/4/1902,72,63,145238
1902,CHA,CHI09,4/23/1902,9/25/1902,72,59,317737
1902,CHN,CHI08,4/21/1902,9/28/1902,72,66,269810
1902,CIN,CIN06,4/17/1902,9/28/1902,70,69,261100
1902,CLE,CAN01,6/15/1902,6/15/1902,1,0,0
1902,CLE,CLE05,5/6/1902,9/23/1902,60,58,256095
1902,CLE,COL03,8/3/1902,8/3/1902,1,0,0
1902,CLE,DAY01,6/8/1902,6/8/1902,1,0,0
1902,CLE,FOR03,6/22/1902,8/31/1902,2,0,0
1902,DET,DET02,5/1/1902,9/27/1902,57,53,149089
1902,DET,DET03,5/4/1902,9/7/1902,10,10,44734
1902,NY1,NYC10,4/17/1902,9/29/1902,71,71,360250
1902,PHA,PHI10,5/2/1902,9/24/1902,73,66,407469
1902,PHI,PHI09,4/18/1902,10/3/1902,69,61,116102
1902,PIT,PIT05,4/22/1902,10/4/1902,71,68,251300
1902,SLA,STL06,4/23/1902,9/28/1902,73,63,320167
1902,SLN,STL05,4/17/1902,10/5/1902,70,64,263678
1902,WS1,WAS07,4/23/1902,9/27/1902,68,63,200656
1903,BOS,BOS06,4/20/1903,9/28/1903,70,64,373297
1903,BRO,NYC12,4/21/1903,9/9/1903,73,63,214953
1903,BSN,BOS05,4/20/1903,9/8/1903,67,55,139493
1903,BSN,WAR01,9/6/1903,9/6/1903,1,0,0
1903,CHA,CHI09,5/1/1903,9/6/1903,70,65,299151
1903,CHN,CHI08,4/22/1903,9/27/1903,73,69,379940
1903,CIN,CIN06,4/16/1903,9/27/1903,76,66,376204
1903,CLE,CAN01,5/10/1903,6/21/1903,2,2,11000
1903,CLE,CLE05,4/28/1903,9/12/1903,71,65,325217
1903,CLE,COL03,5/17/1903,5/17/1903,1,1,4822
1903,DET,DET02,4/22/1903,9/14/1903,62,55,231878
1903,DET,GRA01,5/24/1903,5/24/1903,1,1,6000
1903,DET,TOL04,6/28/1903,8/16/1903,2,2,9500
1903,NY1,NYC10,4/17/1903,9/8/1903,70,59,595485
1903,NYA,NYC13,4/30/1903,9/29/1903,67,61,213918
1903,PHA,PHI10,4/22/1903,9/29/1903,67,61,409897
1903,PHI,PHI09,4/17/1903,8/8/1903,45,41,124945
1903,PHI,PHI10,8/20/1903,9/10/1903,16,9,23995
1903,PIT,PIT05,4/21/1903,9/26/1903,70,65,298083
1903,SLA,STL06,4/22/1903,9/13/1903,70,59,327000
1903,SLN,STL05,4/16/1903,9/27/1903,69,60,232386
1903,WS1,WAS07,4/22/1903,9/28/1903,71,64,125241
1904,BOS,BOS06,4/18/1904,10/8/1904,81,72,629247
1904,BRO,NYC12,4/14/1904,10/8/1904,76,69,248233
1904,BSN,BOS05,4/21/1904,10/5/1904,79,68,159571
1904,CHA,CHI09,4/14/1904,10/9/1904,78,78,611136
1904,CHN,CHI08,4/21/1904,10/9/1904,78,76,473600
1904,CIN,CIN06,4/14/1904,9/13/1904,79,70,442629
1904,CLE,CLE05,4/22/1904,10/6/1904,78,74,291877
1904,DET,DET02,4/22/1904,10/8/1904,79,78,192856
1904,NY1,NYC10,4/21/1904,10/4/1904,84,72,649977
1904,NYA,NWK01,7/17/1904,7/17/1904,1,1,6700
1904,NYA,NYC13,4/14/1904,10/10/1904,74,69,466931
1904,PHA,PHI10,4/21/1904,9/16/1904,79,77,597392
1904,PHI,PHI09,4/14/1904,10/8/1904,73,59,144309
1904,PIT,PIT05,4/21/1904,10/8/1904,78,71,365341
1904,SLA,STL06,4/14/1904,10/5/1904,78,78,405776
1904,SLN,STL05,4/15/1904,10/9/1904,76,66,433680
1904,WS1,WAS08,4/14/1904,10/10/1904,78,76,157932
1905,BOS,BOS06,4/21/1905,10/7/1905,77,65,479306
1905,BRO,NYC12,4/14/1905,10/7/1905,77,71,226874
1905,BSN,BOS05,4/18/1905,9/20/1905,76,68,154959
1905,CHA,CHI09,4/14/1905,9/17/1905,82,75,696192
1905,CHN,CHI08,4/19/1905,10/8/1905,81,72,521400
1905,CIN,CIN06,4/14/1905,10/8/1905,79,70,315347
1905,CLE,CLE05,4/15/1905,10/7/1905,77,68,318959
1905,DET,COL04,7/23/1905,7/24/1905,2,2,9272
1905,DET,DET02,4/19/1905,9/16/1905,74,67,185412
1905,NY1,NYC10,4/14/1905,10/7/1905,76,67,541000
1905,NYA,NYC13,4/22/1905,10/3/1905,75,60,371000
1905,PHA,PHI10,4/14/1905,10/4/1905,74,71,624639
1905,PHI,PHI09,4/22/1905,9/20/1905,76,67,315937
1905,PIT,PIT05,4/19/1905,10/7/1905,78,72,375209
1905,SLA,STL06,4/19/1905,10/8/1905,79,70,362138
1905,SLN,STL05,4/14/1905,10/3/1905,77,63,271650
1905,WS1,WAS08,4/14/1905,10/7/1905,77,66,247175
1906,BOS,BOS06,4/17/1906,10/6/1906,77,72,407458
1906,BRO,NYC12,4/12/1906,10/2/1906,76,68,296350
1906,BSN,BOS05,4/20/1906,10/4/1906,76,72,140686
1906,CHA,CHI09,4/20/1906,10/7/1906,79,75,616749
1906,CHN,CHI08,4/17/1906,9/16/1906,79,76,713700
1906,CIN,CIN06,4/12/1906,10/7/1906,78,71,354341
1906,CLE,CLE05,4/30/1906,10/3/1906,79,68,330633
1906,DET,DET02,4/17/1906,9/28/1906,78,71,172360
1906,NY1,NYC10,4/20/1906,10/5/1906,75,65,438950
1906,NYA,NYC13,4/14/1906,9/12/1906,76,63,387750
1906,PHA,PHI10,4/18/1906,10/3/1906,73,62,452414
1906,PHI,PHI09,4/12/1906,10/1/1906,77,69,291195
1906,PIT,PIT05,4/17/1906,10/4/1906,77,73,397800
1906,SLA,STL06,4/17/1906,10/7/1906,76,63,336587
1906,SLN,STL05,4/12/1906,10/7/1906,77,61,263155
1906,WS1,WAS08,4/14/1906,10/3/1906,75,67,235291
1907,BOS,BOS06,4/16/1907,10/3/1907,78,75,456120
1907,BRO,NYC12,4/16/1907,9/17/1907,77,64,334276
1907,BSN,BOS05,4/12/1907,10/5/1907,74,67,215710
1907,CHA,CHI09,4/18/1907,10/6/1907,79,75,708776
1907,CHN,CHI08,4/11/1907,10/2/1907,76,69,431900
1907,CIN,CIN06,4/11/1907,10/6/1907,81,65,297165
1907,CLE,CLE05,4/18/1907,9/19/1907,82,75,360010
1907,DET,DET02,4/11/1907,9/18/1907,79,72,299721
1907,NY1,NYC10,4/11/1907,9/10/1907,77,67,514500
1907,NYA,NYC13,4/16/1907,10/5/1907,75,67,449500
1907,PHA,PHI10,4/11/1907,10/3/1907,73,64,622826
1907,PHI,PHI09,4/16/1907,10/5/1907,75,65,332685
1907,PIT,PIT05,4/17/1907,10/3/1907,77,70,330859
1907,SLA,STL06,4/11/1907,10/6/1907,76,61,396977
1907,SLN,STL05,4/19/1907,10/6/1907,79,67,279701
1907,WS1,WAS08,4/11/1907,10/5/1907,75,62,219224
1908,BOS,BOS06,4/14/1908,10/7/1908,77,77,543686
1908,BRO,NYC12,4/14/1908,10/3/1908,77,68,240300
1908,BSN,BOS05,4/22/1908,9/30/1908,78,78,294435
1908,CHA,CHI09,4/14/1908,10/6/1908,78,71,658310
1908,CHN,CHI08,4/22/1908,10/4/1908,78,70,629317
1908,CIN,CIN06,4/14/1908,10/4/1908,77,73,369250
1908,CLE,CLE05,4/14/1908,10/3/1908,78,75,418206
1908,DET,DET02,4/17/1908,10/3/1908,78,75,432838
1908,NY1,NYC10,4/22/1908,10/8/1908,80,79,1031300
1908,NYA,NYC13,4/14/1908,10/3/1908,77,76,341450
1908,PHA,PHI10,4/22/1908,10/3/1908,78,72,440381
1908,PHI,PHI09,4/14/1908,10/7/1908,78,67,427703
1908,PIT,PIT05,4/22/1908,9/30/1908,77,72,420147
1908,SLA,STL06,4/24/1908,10/6/1908,78,73,652797
1908,SLN,STL05,4/15/1908,10/3/1908,77,66,305383
1908,WS1,WAS08,4/22/1908,10/8/1908,78,69,256400
1909,BOS,BOS06,4/21/1909,10/2/1909,75,66,705628
1909,BRO,NYC12,4/22/1909,10/7/1909,79,64,299700
1909,BSN,BOS05,4/14/1909,9/14/1909,76,71,233150
1909,CHA,CHI09,4/22/1909,10/3/1909,81,73,490800
1909,CHN,CHI08,4/14/1909,10/4/1909,77,68,613298
1909,CIN,CIN06,4/14/1909,10/5/1909,80,66,395900
1909,CLE,CLE05,4/22/1909,9/6/1909,77,70,353808
1909,DET,DET02,4/14/1909,10/2/1909,78,76,498912
1909,NY1,NYC10,4/15/1909,10/4/1909,77,62,732000
1909,NYA,NYC13,4/22/1909,10/1/1909,77,62,505500
1912,BOS,BOS07,4/20/1912,9/26/1912,78,69,708050
1912,BRO,NYC12,4/11/1912,10/5/1912,76,69,229792
1912,BSN,BOS05,4/11/1912,10/5/1912,79,70,229164
1912,CHA,CHI10,4/11/1912,9/29/1912,78,73,724500
1912,CHN,CHI08,4/20/1912,10/6/1912,78,71,617530
1912,CIN,CIN07,4/11/1912,10/6/1912,77,69,406800
1912,CLE,CLE06,4/11/1912,9/29/1912,77,67,340287
1912,DET,DET04,4/20/1912,10/6/1912,76,74,411013
1912,NY1,NYC14,4/19/1912,10/2/1912,76,68,743500
1912,NYA,NYC13,4/11/1912,10/5/1912,73,64,321816
1912,NYA,NYC14,5/30/1912,9/2/1912,3,2,26000
1912,PHA,PHI11,4/11/1912,10/5/1912,77,63,599200
1912,PHI,PHI09,4/19/1912,9/21/1912,75,61,382409
1912,PIT,PIT06,4/18/1912,9/28/1912,75,65,513700
1912,SLA,STL07,4/18/1912,10/6/1912,79,64,279362
1912,SLN,STL05,4/11/1912,10/1/1912,77,73,305610
1912,WS1,WAS09,4/19/1912,10/1/1912,78,68,376443
1913,BOS,BOS07,4/10/1913,9/27/1913,75,66,490600
1913,BRO,NYC15,4/9/1913,9/27/1913,77,71,490600
1913,BSN,BOS05,4/17/1913,10/3/1913,73,57,292400
1913,BSN,BOS07,4/19/1913,5/30/1913,4,4,45570
1913,CHA,CHI10,4/17/1913,9/28/1913,77,72,755200
1913,CHN,CHI08,4/12/1913,10/5/1913,76,70,539000
1913,CIN,CIN07,4/12/1913,9/28/1913,78,67,390200
1913,CLE,CLE06,4/11/1913,10/5/1913,80,72,594973
1913,DET,DET04,4/17/1913,10/5/1913,76,67,400370
1913,NY1,NYC14,4/10/1913,10/4/1913,81,67,851900
1913,NYA,NYC14,4/17/1913,9/30/1913,75,68,344800
1913,PHA,PHI11,4/17/1913,10/4/1913,76,71,592500
1913,PHI,PHI09,4/10/1913,9/30/1913,78,65,456000
1913,PIT,PIT06,4/17/1913,9/26/1913,79,71,491700
1913,SLA,STL07,4/10/1913,9/7/1913,77,77,390700
1913,SLN,STL05,4/17/1913,10/5/1913,74,68,289450
1913,WS1,WAS09,4/10/1913,10/4/1913,78,68,370514
1914,BLF,BAL10,4/13/1914,10/10/1914,83,20,123692
1914,BOS,BOS07,4/14/1914,10/7/1914,79,24,216602
1914,BRF,NYC19,5/11/1914,10/3/1914,80,33,74000
1914,BRO,NYC15,4/14/1914,10/6/1914,79,57,314300
1914,BSN,BOS05,4/23/1914,8/11/1914,50,37,195917
1914,BSN,BOS07,8/1/1914,9/29/1914,29,19,240562
1914,BUF,BUF04,5/11/1914,10/7/1914,79,63,178671
1914,CHA,CHI10,4/14/1914,10/4/1914,81,32,313400
1914,CHF,CHI11,4/23/1914,10/8/1914,77,19,135400
1914,CHN,CHI08,4/22/1914,9/14/1914,76,68,386550
1914,CIN,CIN07,4/14/1914,10/5/1914,77,24,165800
1914,CLE,CLE06,4/22/1914,9/30/1914,79,66,228866
1914,DET,DET04,4/14/1914,10/4/1914,78,62,376157
1914,IND,IND07,4/23/1914,10/8/1914,80,22,90475
1914,KCF,KAN04,4/16/1914,9/6/1914,74,25,48177
1914,NY1,NYC14,4/23/1914,10/6/1914,80,68,638300
1914,NYA,NYC14,4/14/1914,9/15/1914,78,68,479500
1914,PHA,PHI11,4/23/1914,10/7/1914,78,60,375800
1914,PHI,PHI09,4/14/1914,10/1/1914,78,29,138500
1914,PIT,PIT06,4/23/1914,10/3/1914,77,12,82500
1914,PTF,PIT05,4/14/1914,10/10/1914,75,44,130550
1914,SLA,STL07,4/22/1914,10/1/1914,81,64,337200
1914,SLF,STL08,4/16/1914,9/4/1914,76,14,33567
1914,SLN,STL05,4/14/1914,10/5/1914,79,17,124700
1914,WS1,WAS09,4/23/1914,10/1/1914,77,60,256159
1915,BLF,BAL10,4/10/1915,10/2/1915,75,18,65591
1915,BOS,BOS07,4/22/1915,9/27/1915,76,52,500679
1915,BRF,NYC19,4/10/1915,9/30/1915,74,13,27641
1915,BRO,NYC15,4/22/1915,9/28/1915,78,9,83800
1915,BSN,BOS07,4/14/1915,7/26/1915,52,26,131173
1915,BSN,BOS08,8/18/1915,10/7/1915,26,15,149458
1915,BUF,BUF04,4/17/1915,9/8/1915,77,12,45816
1915,CHA,CHI10,4/22/1915,10/3/1915,79,46,494400
1915,CHF,CHI11,4/10/1915,10/3/1915,78,10,99212
1915,CHN,CHI08,4/14/1915,10/3/1915,77,65,382050
1915,CIN,CIN07,4/14/1915,10/3/1915,79,51,232800
1915,CLE,CLE06,4/22/1915,9/29/1915,77,57,186449
1915,DET,DET04,4/14/1915,10/3/1915,77,62,436165
1915,KCF,KAN04,4/10/1915,9/28/1915,77,7,47650
1915,NEW,HAR01,4/16/1915,10/3/1915,79,14,132532
1915,NY1,NYC14,4/14/1915,9/30/1915,76,13,115800
1915,NYA,NYC14,4/22/1915,10/7/1915,82,22,153474
1915,PHA,PHI11,4/14/1915,9/27/1915,74,10,26600
1915,PHI,PHI09,4/22/1915,10/6/1915,76,52,473500
1915,PIT,PIT06,4/22/1915,9/25/1915,79,15,85000
1915,PTF,PIT05,4/17/1915,10/2/1915,77,1,6000
1915,SLA,STL07,4/14/1915,9/5/1915,76,62,235150
1915,SLF,STL08,4/17/1915,10/3/1915,82,5,18700
1915,SLN,STL05,4/22/1915,10/2/1915,81,51,260000
1915,WS1,WAS09,4/14/1915,10/6/1915,80,44,151176
1916,BOS,BOS07,4/12/1916,10/2/1916,76,64,534320
1916,BOS,BOS08,10/3/1916,10/3/1916,2,1,4800
1916,BRO,NYC15,4/12/1916,10/5/1916,78,62,549000
1916,BSN,BOS08,4/20/1916,9/27/1916,78,60,441571
1916,CHA,CHI10,4/12/1916,9/25/1916,77,72,804042
1916,CHN,CHI11,4/20/1916,10/1/1916,79,70,536100
1916,CIN,CIN07,4/12/1916,10/1/1916,76,71,296900
1916,CLE,CLE06,4/12/1916,10/1/1916,78,76,621678
1916,DET,DET04,4/20/1916,9/25/1916,77,75,630488
1916,NY1,NYC14,4/20/1916,9/30/1916,78,62,732000
1916,NYA,NYC14,4/12/1916,10/4/1916,79,66,681200
1916,PHA,PHI11,4/20/1916,9/30/1916,76,64,234850
1916,PHI,PHI09,4/12/1916,10/5/1916,79,65,551300
1916,PIT,PIT06,4/20/1916,9/30/1916,78,64,356300
1916,SLA,STL07,4/21/1916,10/1/1916,79,66,494200
1916,SLN,STL05,4/12/1916,9/10/1916,76,68,284330
1916,WS1,WAS09,4/20/1916,9/12/1916,81,72,300213
1917,BOS,BOS07,4/21/1917,10/4/1917,80,65,473633
1917,BRO,NYC15,4/11/1917,10/4/1917,78,62,296950
1917,BSN,BOS08,4/12/1917,9/15/1917,77,63,270490
1917,CHA,CHI10,4/19/1917,9/16/1917,79,70,796500
1917,CHN,CHI11,4/11/1917,9/30/1917,77,72,433585
1917,CIN,CIN07,4/11/1917,9/30/1917,80,69,311638
1917,CLE,CLE06,4/19/1917,9/30/1917,78,72,512056
1917,DET,DET04,4/11/1917,9/16/1917,76,67,409990
1917,NY1,NYC14,4/20/1917,9/12/1917,80,64,700000
1917,NYA,NYC14,4/11/1917,10/3/1917,75,62,453600
1917,PHA,PHI11,4/11/1917,9/29/1917,76,64,263050
1917,PHI,PHI09,4/20/1917,10/3/1917,76,61,409123
1917,PIT,PIT06,4/19/1917,10/1/1917,79,68,236800
1917,SLA,STL07,4/11/1917,9/15/1917,78,67,300950
1917,SLN,STL05,4/19/1917,9/30/1917,78,66,366300
1917,WS1,WAS09,4/20/1917,9/29/1917,80,67,161273
1918,BOS,BOS07,4/15/1918,8/31/1918,70,59,309944
1918,BRO,NYC15,4/24/1918,8/28/1918,54,38,145700
1918,BSN,BOS08,4/24/1918,9/2/1918,52,45,146100
1918,CHA,CHI10,4/16/1918,9/1/1918,56,45,247500
1918,CHN,CHI11,4/24/1918,9/1/1918,74,50,283342
1918,CIN,CIN07,4/16/1918,9/2/1918,71,43,180800
1918,CLE,CLE06,4/18/1918,8/12/1918,62,45,293943
1918,DET,DET04,4/24/1918,9/2/1918,58,43,207849
1918,NY1,NYC14,4/16/1918,8/31/1918,56,36,353300
1918,NYA,NYC14,4/24/1918,9/2/1918,67,43,343000
1918,PHA,PHI11,4/24/1918,8/28/1918,68,37,163400
1918,PHI,PHI09,4/16/1918,9/2/1918,57,31,117000
1918,PIT,PIT06,4/25/1918,9/2/1918,71,50,217500
1918,SLA,STL07,4/26/1918,9/1/1918,53,31,147500
1918,SLN,STL05,4/16/1918,8/26/1918,73,43,136000
1918,WS1,WAS09,4/15/1918,9/2/1918,74,45,229510
1919,BOS,BOS07,5/1/1919,9/20/1919,66,30,360550
1919,BRO,NYC15,5/2/1919,9/7/1919,70,58,469500
1919,BSN,BOS08,4/19/1919,9/27/1919,68,21,112800
1919,CHA,CHI10,5/2/1919,9/28/1919,70,25,461000
1919,CHN,CHI11,4/24/1919,9/21/1919,71,30,265756
1919,CIN,CIN07,4/23/1919,9/28/1919,70,46,504840
1919,CLE,CLE06,5/1/1919,9/28/1919,69,16,250000
1919,DET,DET04,4/25/1919,9/25/1919,70,35,527600
1919,NY1,NYC14,5/2/1919,9/28/1919,69,46,745000
1919,NYA,NYC14,4/23/1919,9/26/1919,73,57,775500
1919,PHA,PHI11,5/2/1919,9/29/1919,70,14,79200
1919,PHI,PHI09,4/23/1919,9/26/1919,71,23,124300
1919,PIT,PIT06,5/2/1919,9/20/1919,70,52,270300
1919,SLA,STL07,4/23/1919,9/3/1919,70,35,323498
1919,SLN,STL05,5/1/1919,9/28/1919,69,27,121750
1919,WS1,WAS09,4/23/1919,9/28/1919,72,12,103150
1920,BOS,BOS07,4/15/1920,9/28/1920,76,62,425694
1920,BRO,NYC15,4/14/1920,10/3/1920,78,72,925500
1920,BSN,BOS08,4/24/1920,10/2/1920,74,53,238600
1920,CHA,CHI10,4/14/1920,9/27/1920,77,36,682500
1920,CHN,CHI11,4/22/1920,10/3/1920,77,41,336300
1920,CIN,CIN07,4/14/1920,10/3/1920,77,48,484023
1920,CLE,CLE06,4/14/1920,9/25/1920,78,30,542500
1920,DET,DET04,4/22/1920,10/3/1920,78,45,540800
1920,NY1,NYC14,4/14/1920,10/3/1920,80,66,1024000
1920,NYA,NYC14,4/22/1920,9/26/1920,77,71,1479288
1920,PHA,PHI11,4/14/1920,10/2/1920,77,18,109900
1920,PHI,PHI09,4/22/1920,9/25/1920,77,33,181500
1920,PIT,PIT06,4/23/1920,10/2/1920,78,60,434900
1920,SLA,STL07,4/22/1920,10/3/1920,78,64,395426
1920,SLN,STL05,4/14/1920,6/6/1920,29,27,116750
1920,SLN,STL07,7/1/1920,9/5/1920,47,39,215800
1920,WS1,WAS09,4/22/1920,10/3/1920,76,25,209786
1921,BOS,BOS07,4/21/1921,10/1/1921,77,53,301500
1921,BRO,NYC15,4/17/1921,10/2/1921,78,75,680500
1921,BSN,BOS08,4/13/1921,9/28/1921,74,59,415500
1921,CHA,CHI10,4/21/1921,10/2/1921,77,24,338500
1921,CHN,CHI11,4/13/1921,9/28/1921,76,38,340000
1921,CIN,CIN07,4/13/1921,10/2/1921,76,63,308984
1921,CLE,CLE06,4/21/1921,9/8/1921,77,20,321500
1921,DET,DET04,4/14/1921,10/2/1921,77,42,534000
1921,NY1,NYC14,4/21/1921,9/10/1921,79,73,1161500
1921,NYA,NYC14,4/13/1921,10/2/1921,78,67,1385000
1921,PHA,PHI11,4/21/1921,9/29/1921,77,26,220500
1921,PHI,PHI09,4/13/1921,10/1/1921,76,32,212400
1921,PIT,PIT06,4/21/1921,9/27/1921,76,69,740300
1921,SLA,STL07,4/13/1921,9/11/1921,77,65,387550
1921,SLN,STL07,4/23/1921,10/2/1921,78,65,432400
1921,WS1,WAS09,4/13/1921,10/2/1921,76,36,278546
1922,BOS,BOS07,4/12/1922,9/30/1922,73,56,306000
1922,BRO,NYC15,4/16/1922,10/1/1922,78,69,583200
1922,BSN,BOS08,4/21/1922,9/27/1922,76,57,198500
1922,CHA,CHI10,4/12/1922,9/24/1922,77,35,558500
1922,CHN,CHI11,4/20/1922,10/1/1922,76,51,501380
1922,CIN,CIN07,4/12/1922,10/1/1922,79,70,491747
1922,CLE,CLE06,4/12/1922,10/1/1922,80,31,392000
1922,DET,DET04,4/20/1922,9/24/1922,77,43,637500
1922,NY1,NYC14,4/12/1922,10/1/1922,79,67,1045000
1922,NYA,NYC14,4/20/1922,9/10/1922,77,70,1199000
1922,PHA,PHI11,4/20/1922,9/30/1922,78,29,282500
1922,PHI,PHI09,4/12/1922,9/26/1922,77,46,239000
1922,PIT,PIT06,4/20/1922,9/27/1922,78,68,557000
1922,SLA,STL07,4/20/1922,10/1/1922,77,58,687500
1922,SLN,STL07,4/12/1922,9/2/1922,77,66,595500
1922,WS1,WAS09,4/12/1922,10/1/1922,79,38,369787
1923,BOS,BOS07,4/26/1923,9/29/1923,78,52,285700
1923,BRO,NYC15,4/17/1923,10/7/1923,78,70,660712
1923,BSN,BOS08,4/17/1923,10/6/1923,77,61,292850
1923,CHA,CHI10,4/26/1923,10/4/1923,75,38,523500
1923,CHN,CHI11,4/17/1923,9/30/1923,77,55,697100
1923,CIN,CIN07,4/17/1923,10/7/1923,78,70,571339
1923,CLE,CLE06,4/18/1923,10/7/1923,78,23,259873
1923,DET,DET04,4/26/1923,10/7/1923,77,36,575384
1923,NY1,NYC14,4/26/1923,9/30/1923,77,72,1076200
1923,NYA,NYC16,4/18/1923,10/7/1923,76,68,1404531
1923,PHA,PHI11,4/18/1923,10/3/1923,75,34,450500
1923,PHI,PHI09,4/26/1923,9/29/1923,75,42,141003
1923,PIT,PIT06,4/25/1923,9/26/1923,77,51,600100
1923,SLA,STL07,4/18/1923,10/4/1923,78,65,498000
1923,SLN,STL07,4/25/1923,10/7/1923,78,63,396000
1923,WS1,WAS09,4/26/1923,10/7/1923,79,36,293996
1924,BOS,BOS07,4/15/1924,9/30/1924,77,44,435500
1924,BRO,NYC15,4/20/1924,9/28/1924,77,72,943000
1924,BSN,BOS08,4/23/1924,9/24/1924,76,47,222200
1924,CHA,CHI10,4/15/1924,9/29/1924,77,47,637500
1924,CHN,CHI11,4/23/1924,9/29/1924,78,61,726236
1924,CIN,CIN07,4/15/1924,9/27/1924,76,66,464419
1924,CLE,CLE06,4/23/1924,9/27/1924,75,26,232500
1924,DET,DET04,4/15/1924,9/23/1924,78,40,735940
1924,NY1,NYC14,4/15/1924,9/28/1924,77,66,1129500
1924,NYA,NYC16,4/23/1924,9/7/1924,78,64,1392584
1924,PHA,PHI11,4/23/1924,9/27/1924,75,37,372000
